constno,candidatename,party,criminalcases,education,age,totalassets,liabilities
70,Andruz. A,BSP,0,Others,37,"Rs 6,97,000",Rs 0
70,Christin Rani S,Marumalarchi Dravida Munnetra Kazhagam,0,Post Graduate,61,"Rs 99,00,000",Rs 0
70,Dhanam P.m,Naam Tamilar Katchi,0,Graduate,29,"Rs 30,96,500","Rs 2,31,663"
70,Gandhi L,IND,0,10th Pass,50,"Rs 3,55,668",Rs 0
70,Gandhi M.r,BJP,0,12th Pass,69,"Rs 62,95,341",Rs 0
70,George M,Pattali Makkal Katchi,0,10th Pass,39,"Rs 12,00,000","Rs 4,50,000"
70,Jackson M.s,Democratic Corruption Liberation Front,0,Graduate Professional,41,"Rs 13,75,000","Rs 7,97,000"
70,Kannan. M,CPI(ML) Red Star,0,10th Pass,30,"Rs 1,22,94,000",Rs 0
70,Kathiresan. R,Gandhiya Makkal Iyakkam,0,8th Pass,63,"Rs 19,31,908","Rs 5,20,954"
70,Murugesan T,IND,0,5th Pass,44,"Rs 13,53,500","Rs 80,000"
70,Nanjil Murugesan. A,AIADMK,0,5th Pass,50,"Rs 1,75,14,379",Rs 0
70,Rajesh S.m,IND,0,10th Pass,34,"Rs 25,35,444","Rs 7,00,000"
70,Subi,The Future India Party,0,Post Graduate,25,"Rs 1,15,561",Rs 0
70,Suresh. S,Thamizhaga Vaazhvurimai Katchi,0,10th Pass,44,"Rs 10,65,000",Rs 0
71,Prince J G,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Post Graduate,59,"Rs 99,11,384",Rs 0
71,Aakhash Dhev,Gandhiya Makkal Iyakkam,0,Graduate Professional,41,"Rs 38,36,129","Rs 6,87,312"
71,Alexander Rajkumar A,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,34,"Rs 12,45,033","Rs 25,000"
71,Patchaimal K T,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,55,"Rs 2,58,71,780","Rs 67,31,590"
71,Prabaharan T.,Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,41,"Rs 2,405",Rs 0
71,Ramesh P,BJP,0,Post Graduate,50,"Rs 21,08,113","Rs 35,000"
71,Selvaraj M,IND,0,5th Pass,46,"Rs 66,06,200","Rs 9,50,000"
72,Mano Thangaraj T,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Post Graduate,48,"Rs 16,30,000","Rs 6,69,994"
72,Amala Rajesh A,Peoples Party of India(secular),0,10th Pass,28,"Rs 11,100",Rs 0
72,Arul Selestin Raj,Naam Tamilar Katchi,0,Post Graduate,38,"Rs 34,24,100","Rs 5,50,000"
72,Jeganathan D,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,37,"Rs 2,07,47,689","Rs 28,00,000"
72,Rajendra Prasad K P,AIADMK,0,10th Pass,62,"Rs 1,37,66,073","Rs 5,00,000"
72,Shajin S,Tamilaga Sthabana Congress,0,Others,25,"Rs 40,000",Rs 0
72,Shaju V,Pattali Makkal Katchi,0,Graduate Professional,39,"Rs 1,30,83,823","Rs 10,85,000"
72,Sheeba Prasad Su,BJP,0,Post Graduate,43,"Rs 1,96,29,583","Rs 31,16,302"
72,Sunil Raj T,The Future India Party,0,Others,27,"Rs 8,46,315",Rs 0
72,V M Jegadev,SHS,0,Post Graduate,27,"Rs 26,19,172",Rs 0
73,Vijayadharani S,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 4 </span>",Graduate Professional,46,"Rs 7,93,53,723","Rs 63,72,382"
73,Davidraj N,IND,0,5th Pass,43,"Rs 19,37,464","Rs 6,59,880"
73,Dharmaraj C,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",10th Pass,50,"Rs 37,32,771","Rs 2,10,000"
73,Dominic Savio George,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate,47,"Rs 97,00,000","Rs 2,16,926"
73,Hariharan R,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",10th Pass,44,"Rs 89,07,275","Rs 20,89,565"
73,Johnchristopher T,JD(S),"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,47,"Rs 3,16,000","Rs 15,00,000"
73,Johnson N,SHS,0,10th Pass,49,"Rs 52,00,000",Rs 0
73,Jose Prabhu K,IND,0,10th Pass,34,"Rs 1,50,010","Rs 1,35,132"
73,Manikandan P,Naam Tamilar Katchi,0,Post Graduate,39,"Rs 10,34,850",Rs 0
73,Ramesh A,IND,0,10th Pass,44,"Rs 9,04,000",Rs 0
73,Shibu T,BSP,0,10th Pass,34,"Rs 5,40,962",Rs 0
73,Wilson I,Valamaana Tamizhagam Katchi,0,12th Pass,51,"Rs 11,000",Rs 0
74,Rajesh Kumar S,INC,"<span style=""color:red;font-weight:bold;font-size:150%""> 6 </span>",Post Graduate,41,"Rs 1,64,74,607","Rs 19,14,536"
74,Alexander J,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",5th Pass,45,"Rs 45,87,700","Rs 24,00,000"
74,Dhanapaul P,CPI(ML) Red Star,0,Post Graduate,54,"Rs 7,99,000",Rs 0
74,Henry J,IND,0,Post Graduate,63,"Rs 20,67,558","Rs 36,000"
74,Kumaradas D,Tamil Maanila Congress (Moopanar),0,Graduate,63,"Rs 1,95,46,640",Rs 0
74,Mary Kamalabai A,AIADMK,0,10th Pass,62,"Rs 39,61,650","Rs 6,23,000"
74,Pal Raj M,IND,0,Post Graduate,49,"Rs 43,40,488","Rs 5,17,000"
74,Pon. Vijayaragavan,BJP,0,Post Graduate,65,"Rs 86,26,229","Rs 62,000"
74,Rajesh M,IND,0,Graduate,27,"Rs 4,82,000","Rs 45,000"
74,Rethnammal T,Naam Tamilar Katchi,0,5th Pass,48,"Rs 3,36,558",Rs 0
74,Sunil Babu K,IND,0,Graduate,41,"Rs 28,51,178","Rs 9,75,000"
74,Thankamony C,Indian Christian Front,0,Post Graduate,57,"Rs 51,77,000","Rs 10,000"
74,Vathana Nisha J,IND,0,12th Pass,36,"Rs 62,71,123","Rs 14,00,000"
75,Baskaran .m,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Others,43,"Rs 1,03,08,509","Rs 6,87,655"
75,Kalaiyarasan .g,Marumalarchi Dravida Munnetra Kazhagam,0,Post Graduate,44,"Rs 77,95,099","Rs 11,87,011"
75,Mariappan .m,Tamilaga Makkal Munnetra Kazhagam,0,Graduate Professional,36,"Rs 31,000","Rs 68,000"
75,Mohamed Mirza .r,SDPI,0,12th Pass,33,"Rs 9,74,321",Rs 0
75,Natarajan. R,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,57,"Rs 30,54,29,442","Rs 8,35,76,229"
75,Noyyal M.ramasamy,IND,0,10th Pass,45,"Rs 49,45,159","Rs 1,77,883"
75,Pallanishamy .k.c,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",5th Pass,81,"Rs 1,11,39,87,258","Rs 14,08,49,467"
75,Prabhu C.s,Indiya Jananayaka Katchi,0,Post Graduate,32,"Rs 6,87,100",Rs 0
75,Pukkarandi .v,BSP,0,Literate,54,"Rs 96,500","Rs 35,000"
75,Rajesh Kumar .p,Peoples Party of India(secular),0,10th Pass,29,"Rs 61,000",Rs 0
75,Senthilbalaji .v,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 6 </span>",12th Pass,41,"Rs 2,49,87,280","Rs 8,33,696"
75,Subramani .v,Gokula Makkal Katchi,0,5th Pass,49,"Rs 2,10,500",Rs 0
76,Vijayabhaskar .m.r,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 5 </span>",12th Pass,51,"Rs 3,66,86,526","Rs 37,17,320"
76,Boopathi .r,BSP,0,5th Pass,34,"Rs 40,500",Rs 0
76,Chakravarthy.s,IND,0,12th Pass,29,"Rs 3,22,719","Rs 4,74,978"
76,Imthiyaz Rizvi .n,Gandhiya Makkal Iyakkam,0,10th Pass,38,"Rs 5,80,822","Rs 2,97,000"
76,"Nanmaran,selva",Naam Tamilar Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,33,"Rs 21,12,439","Rs 73,000"
76,Ravi .a,DMDK,0,10th Pass,51,"Rs 64,14,537","Rs 2,57,000"
76,Shanmugam .m,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",12th Pass,53,"Rs 4,81,66,011","Rs 80,00,000"
76,Subramanian .k,INC,0,Graduate,63,"Rs 6,69,03,711","Rs 28,74,893"
76,Velusamy .s.m,Ganasangam Party of India,0,8th Pass,33,"Rs 6,39,298",Rs 0
76,Venkatachalam.p,IND,0,8th Pass,40,"Rs 22,80,000",Rs 0
77,Geetha . M,AIADMK,0,Post Graduate,43,"Rs 2,28,31,769","Rs 66,17,427"
77,Naveenkumar . P,BJP,0,Graduate Professional,27,"Rs 4,56,433","Rs 13,10,000"
77,Pandiyan M,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",8th Pass,45,"Rs 2,31,520",Rs 0
77,"Sivanantham , K.",Tamil Maanila Congress (Moopanar),0,Post Graduate,51,"Rs 7,27,73,908","Rs 34,00,519"
78,Ramar.e,DMK,0,10th Pass,65,"Rs 12,28,59,496","Rs 63,27,283"
78,Balasubramani.s,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate Professional,25,"Rs 2,07,360",Rs 0
78,Chandran.s,Tamilaga Makkal Munnetra Kazhagam,0,Others,30,"Rs 3,21,000","Rs 1,37,000"
78,Chandrasekaran.r,AIADMK,0,10th Pass,58,"Rs 2,43,68,498","Rs 9,83,547"
78,Jamuna Thangavel,DMDK,0,8th Pass,46,"Rs 20,60,200","Rs 6,62,584"
78,Sankamadai Ashok Kumar.s,Kongunadu Makkal Desia Katchi,0,Graduate,38,"Rs 22,00,000","Rs 7,10,000"
78,Shathakathullah.n.k.n,BJP,0,5th Pass,53,"Rs 6,00,000",Rs 0
80,V.rajendran,AIADMK,0,12th Pass,60,"Rs 92,47,376","Rs 11,31,600"
80,A.kumar,Pattali Makkal Katchi,0,Graduate,34,"Rs 10,64,21,839","Rs 6,68,03,325"
80,C.s.sardhar,Puratchikara Thozilalar Katchi,0,8th Pass,49,"Rs 26,90,850",Rs 0
80,G.k.muniraj,Ulzaipali Makkal Katchy,0,5th Pass,33,"Rs 2,98,463",Rs 0
80,Govinddarasan.e.c,DMK,0,8th Pass,46,"Rs 1,82,60,197","Rs 1,05,940"
80,K.thiruvenkadam,Kongunadu Makkal Desia Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,36,"Rs 5,25,451",Rs 0
80,N.ananthi,NCP,0,10th Pass,36,"Rs 24,70,500",Rs 0
80,P.eswaran,Naam Tamilar Katchi,0,Graduate,35,"Rs 15,30,000","Rs 3,28,000"
80,R.manivannan,BJP,0,8th Pass,44,"Rs 10,78,500",Rs 0
80,R.thanigai,Youth And Students Party,0,12th Pass,34,"Rs 98,000",Rs 0
80,Ramesh.d,IND,0,12th Pass,35,"Rs 23,97,660",Rs 0
81,Senguttuvan.t,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,63,"Rs 2,47,37,676","Rs 18,58,272"
81,Arunkowtham,Indiya Jananayaka Katchi,0,Post Graduate,44,"Rs 1,41,82,617","Rs 18,62,100"
81,Chandramohan.k.m,NCP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,46,"Rs 80,400",Rs 0
81,Govindaraj,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",10th Pass,56,"Rs 6,78,18,165","Rs 75,00,000"
81,Kumar.s,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,42,"Rs 2,12,77,458","Rs 48,65,609"
81,Latha.g,IND,0,12th Pass,52,"Rs 77,25,000",Rs 0
81,Mubarak.b,All India Majlis-E-Ittehadul Muslimeen,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",5th Pass,39,"Rs 13,000",Rs 0
81,Pandian @ Pandia Prabhu.p,IND,0,Post Graduate,32,"Rs 11,60,000",Rs 0
81,Ponn.parthiban,Naam Tamilar Katchi,0,10th Pass,27,"Rs 9,25,000","Rs 2,60,000"
81,Sankar.k,Ulzaipali Makkal Katchy,0,Graduate Professional,42,"Rs 22,25,531","Rs 5,98,000"
81,Sigamani.k.n,Puratchikara Thozilalar Katchi,0,5th Pass,51,"Rs 39,70,704","Rs 3,00,000"
81,Vajravel.g,Kongunadu Makkal Desia Katchi,0,Graduate Professional,36,"Rs 7,85,000","Rs 30,000"
81,Venkatesh.k.c,United Communist Party of India,0,10th Pass,41,"Rs 5,45,000",Rs 0
82,Murugan P,DMK,0,12th Pass,46,"Rs 5,58,76,850","Rs 65,20,621"
82,Abbas Ali S B,Forward Democratic Labour Party,0,10th Pass,64,"Rs 1,70,20,000","Rs 1,50,000"
82,Hemnath M,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,41,"Rs 9,77,92,621","Rs 50,00,000"
82,Ilanthamizan,Naam Tamilar Katchi,0,Post Graduate,25,"Rs 3,25,500",Rs 0
82,Krishnappa @ Krishnan,Kongunadu Makkal Desia Katchi,0,Others,56,"Rs 2,80,500",Rs 0
82,Nagaraj N,DMDK,0,8th Pass,41,"Rs 37,45,000",Rs 0
82,Ramasamy Gc,IND,0,5th Pass,64,"Rs 22,15,500",Rs 0
82,Sadanapalliyappa,IND,0,5th Pass,41,"Rs 65,500",Rs 0
82,Sankar K,United Communist Party of India,0,10th Pass,31,"Rs 1,51,000",Rs 0
82,Shanmugam L,IND,0,Illiterate,53,"Rs 7,74,257","Rs 1,03,118"
82,Sudhakar N,IND,0,10th Pass,40,"Rs 9,83,000",Rs 0
82,Sujatha K,NCP,0,10th Pass,39,"Rs 33,60,500","Rs 1,28,000"
82,"Suryaprakash, C.l.",Republican Sena,0,8th Pass,54,"Rs 10,37,000",Rs 0
82,Tamil Selvi,Pattali Makkal Katchi,0,Graduate Professional,30,"Rs 42,07,639",Rs 0
83,Balakrishna Reddy P,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,47,"Rs 26,09,42,953","Rs 98,56,836"
83,Alex Esther,Naam Tamilar Katchi,0,Graduate Professional,30,"Rs 50,55,496",Rs 0
83,Balaraju N,IND,0,10th Pass,42,"Rs 24,65,000",Rs 0
83,Chan Basha M,BSP,0,8th Pass,50,"Rs 29,71,000",Rs 0
83,Chandran V,DMDK,0,8th Pass,52,"Rs 5,46,75,000","Rs 34,50,000"
83,Devappa Y,IND,0,10th Pass,50,"Rs 43,10,000",Rs 0
83,Gopinath K S/o G.kabali,IND,0,10th Pass,30,"Rs 3,32,505",Rs 0
83,Gopinath K S/o Krishnappa,IND,0,Others,29,"Rs 27,000",Rs 0
83,Jagadiswara Reddy,IND,0,12th Pass,54,"Rs 31,000",Rs 0
83,Manjunath V,IND,0,Graduate Professional,32,"Rs 8,60,000","Rs 1,00,000"
83,Pattabhirama C,IND,0,10th Pass,41,"Rs 25,63,000",Rs 0
83,Sekar P,Gandhiya Makkal Iyakkam,0,Others,44,"Rs 11,53,000","Rs 4,50,000"
83,Shanawaskhan N,SDPI,0,12th Pass,38,"Rs 86,650","Rs 50,000"
83,Sonappa Sm,United Communist Party of India,0,Post Graduate,35,"Rs 60,000",Rs 0
83,Veluchamy R,Kongunadu Makkal Desia Katchi,0,12th Pass,48,"Rs 19,60,000","Rs 1,71,000"
84,Prakaash.y,DMK,0,10th Pass,51,"Rs 4,38,15,743","Rs 38,47,380"
84,Abubekar,IND,0,12th Pass,30,"Rs 5,547",Rs 0
84,"Arunrajan,d.",Pattali Makkal Katchi,0,Graduate,39,"Rs 1,95,81,000","Rs 1,50,000"
84,"Nagesh,c.",AIADMK,0,10th Pass,53,"Rs 95,83,793",Rs 0
84,Pandu,United Communist Party of India,0,Illiterate,52,"Rs 5,547",Rs 0
84,"Ramachandran,t.",CPI,"<span style=""color:red;font-weight:bold;font-size:150%""> 13 </span>",Graduate Professional,48,"Rs 1,98,43,559",Rs 0
84,Ramachandran.b,BJP,0,10th Pass,48,"Rs 8,30,000","Rs 1,20,000"
84,Roselin R.,NCP,0,5th Pass,42,"Rs 9,35,500","Rs 30,000"
84,Tamilselvan S.,Naam Tamilar Katchi,0,8th Pass,28,"Rs 12,000",Rs 0
84,Vindhai Vendhan,IND,0,Not Given,68,"Rs 2,00,000",Rs 0
85,Periyapullan @ Selvam P,AIADMK,0,Graduate,44,"Rs 68,72,218","Rs 4,35,000"
85,Anitha R.,Gandhiyan Peoples Party,0,Others,38,"Rs 65,30,000","Rs 13,16,000"
85,Bharath Nachiappan T.n.,Tamil Maanila Congress (Moopanar),"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Post Graduate,40,"Rs 43,08,000","Rs 75,000"
85,Boopathikakkan,BJP,0,12th Pass,52,"Rs 18,57,000","Rs 1,28,000"
85,Ragupthy A.p,DMK,0,5th Pass,57,"Rs 2,82,66,794",Rs 0
85,Rishi Kapoor S.,SDPI,0,8th Pass,35,"Rs 10,04,673","Rs 60,000"
85,Seeman I.t.,Naam Tamilar Katchi,0,Post Graduate,36,"Rs 38,84,689","Rs 1,00,000"
85,V.jothi,IND,0,8th Pass,40,"Rs 1,60,000",Rs 0
85,V.manoharan,IND,0,5th Pass,57,"Rs 70,60,301","Rs 1,80,000"
85,Veeranan E.,RJD,0,8th Pass,44,"Rs 2,66,500","Rs 1,50,000"
86,Udhayakumar.r.b,AIADMK,0,Post Graduate,43,"Rs 31,75,212",Rs 0
86,Chandrabose P.,Youth And Students Party,0,Literate,34,Nil,Rs 0
86,Jeyaram.r,INC,0,12th Pass,52,"Rs 3,17,69,566","Rs 1,50,38,056"
86,Jeyasakthivel S.,SHS,0,Post Graduate,53,"Rs 80,71,000","Rs 3,50,000"
86,Kanniah.t,Pattali Makkal Katchi,0,8th Pass,57,"Rs 17,73,375",Rs 0
86,Pandy P.,Tamilaga Makkal Munnetra Kazhagam,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,49,"Rs 2,22,000",Rs 0
86,Ramamoorthy.v.r,BJP,0,10th Pass,59,"Rs 95,73,885","Rs 20,39,919"
86,Srinivasan.m,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,41,"Rs 5,78,66,215","Rs 20,75,000"
86,Sundaramoorthi.d,IND,0,10th Pass,30,"Rs 8,000",Rs 0
86,Tamilappandi M.p.,LJP,0,8th Pass,47,"Rs 8,38,500",Rs 0
86,Vairamani.s,IND,0,8th Pass,46,"Rs 11,40,000",Rs 0
86,Vaiyadurai V.,BSP,0,Post Graduate,46,"Rs 13,46,000","Rs 4,80,000"
87,Seenivel S M,AIADMK,0,10th Pass,65,"Rs 2,05,05,294","Rs 9,53,000"
87,Alagarsamy M.,Makkal Manadu Katchi,0,10th Pass,43,"Rs 4,91,331",Rs 0
87,Arumugam S,BJP,0,10th Pass,44,"Rs 4,40,000",Rs 0
87,Balamurugan K,Pattali Makkal Katchi,0,10th Pass,35,"Rs 25,16,000","Rs 5,00,000"
87,Balasubramanian T,Anaithu Makkal Munnetra Kazhagam,0,Graduate Professional,26,"Rs 43,189","Rs 81,004"
87,Kalimuthu A.,United Communist Party of India,0,5th Pass,42,"Rs 6,90,000",Rs 0
87,Kandasamy K,CPI,0,5th Pass,80,"Rs 10,18,657",Rs 0
87,Manimaran M,DMK,0,5th Pass,41,"Rs 72,73,871",Rs 0
87,Mohan M.,AIFB,0,10th Pass,36,"Rs 33,66,000","Rs 8,40,000"
87,Muthukrishnan S.,Ezhuchi Tamilargal Munnetra Kazhagam,0,5th Pass,33,"Rs 4,66,899",Rs 0
87,Prabakaran S.,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,12th Pass,28,"Rs 39,000",Rs 0
87,Santhi Poojan K.,SHS,0,Illiterate,39,"Rs 22,77,500","Rs 1,50,000"
87,Santhi V,LJP,0,10th Pass,53,"Rs 12,22,000","Rs 2,80,000"
88,Sellur K. Raju,AIADMK,0,Graduate,63,"Rs 1,18,99,416","Rs 10,15,993"
88,Eswaran S,Gandhiya Makkal Iyakkam,0,8th Pass,57,"Rs 4,34,635",Rs 0
88,Jega Veeran S,IND,0,10th Pass,50,"Rs 1,67,800","Rs 46,000"
88,Krishna Kumar R,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 10 </span>",Graduate,41,"Rs 7,94,500",Rs 0
88,Manikandan.n,AIFB,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Others,32,"Rs 18,61,000",Rs 0
88,Meenakshi.v.c.,Samuga makkal katchi,0,Post Graduate,49,"Rs 2,52,650","Rs 13,70,500"
88,Murugan.s,Makkal Manadu Katchi,0,8th Pass,31,"Rs 1,02,250",Rs 0
88,Pandi.a,SHS,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",8th Pass,46,"Rs 84,42,000","Rs 13,00,000"
88,Sasikumar A,BJP,0,8th Pass,43,"Rs 14,26,000",Rs 0
88,Thalapathy G,DMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 10 </span>",10th Pass,60,"Rs 13,79,28,036",Rs 0
88,Thirunavukkarasu V,Naam Tamilar Katchi,0,Others,34,"Rs 34,23,720","Rs 8,43,000"
88,Thirupathi A,IND,0,8th Pass,48,"Rs 3,06,731","Rs 1,41,000"
88,Vasuki,CPI(M),0,Graduate,59,"Rs 2,19,06,466","Rs 42,70,441"
89,Palanivel Thiyagarajan,DMK,0,Doctorate,50,"Rs 34,42,59,084",Rs 0
89,Jafar Sulthan Ibrahim M,SDPI,0,10th Pass,42,"Rs 20,46,550",Rs 0
89,K.m.muthuraja,IND,0,8th Pass,43,"Rs 2,20,000",Rs 0
89,Karthik Prabu M,BJP,0,Graduate,42,"Rs 3,99,13,500","Rs 1,40,00,000"
89,M.jeyapal,AIADMK,0,Post Graduate,56,"Rs 2,55,65,707","Rs 13,75,816"
89,R.balasubiramanian,IND,0,8th Pass,52,"Rs 3,59,000",Rs 0
89,Selvam T,Pattali Makkal Katchi,0,Graduate Professional,51,"Rs 37,23,190",Rs 0
89,Sivamuthukumar.d,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 7 </span>",Post Graduate,45,"Rs 1,13,56,206","Rs 48,06,466"
89,Soundaram G T,LJP,0,Graduate,55,"Rs 1,22,06,000","Rs 13,00,000"
89,Sudhakar R,AIFB,0,5th Pass,36,"Rs 20,03,010","Rs 1,77,900"
89,Thavamani A,BSP,0,5th Pass,51,"Rs 2,54,000",Rs 0
90,S.s.saravanan,AIADMK,0,Post Graduate,40,"Rs 49,59,698",Rs 0
90,Mahalakshmi,BJP,0,Post Graduate,45,"Rs 2,00,71,427","Rs 39,20,000"
90,Najima Begum S.,SDPI,0,8th Pass,31,"Rs 2,20,200",Rs 0
91,Rajan Chellappa V.v,AIADMK,0,Post Graduate,66,"Rs 5,73,76,403","Rs 1,85,95,201"
91,Aasai Kumar,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,31,"Rs 45,55,000",Rs 0
91,Karthikeyan V,INC,0,10th Pass,39,"Rs 2,93,48,883","Rs 1,14,51,000"
91,Mujupur Rahuman,DMDK,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Graduate,44,"Rs 1,01,03,666","Rs 6,31,675"
91,Voltaire,SUCI(C),0,Post Graduate,48,"Rs 57,466",Rs 0
92,Manickam K,AIADMK,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Others,50,"Rs 17,27,69,290","Rs 4,74,21,283"
92,Bhavani.c,DMK,0,10th Pass,33,"Rs 12,63,667","Rs 3,71,754"
92,Jayakumar V.,BSP,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",Graduate Professional,43,"Rs 5,000","Rs 24,000"
92,Kannan S.,Gandhiyan Peoples Party,0,Others,49,"Rs 24,45,733","Rs 11,00,000"
92,Muthaiah S,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,45,"Rs 1,13,80,875",Rs 0
92,Palanivelswamy S,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",12th Pass,47,"Rs 7,14,000","Rs 25,000"
92,Periyakaruppan C.,AIFB,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",Post Graduate,35,"Rs 40,59,546","Rs 4,49,109"
92,Sakthi C.,Naam Tamilar Katchi,0,Others,43,"Rs 4,09,432","Rs 15,000"
92,Silambarasan P,IND,0,10th Pass,30,"Rs 2,18,000",Rs 0
93,Moorthy P,DMK,0,12th Pass,57,"Rs 3,38,06,103","Rs 15,51,198"
93,Alaguraja,Pattali Makkal Katchi,0,10th Pass,34,"Rs 1,85,000",Rs 0
93,"Kalithasan, P.",CPI,0,Post Graduate,63,"Rs 2,15,62,384","Rs 2,15,000"
93,P Pandi,AIADMK,0,Graduate,67,"Rs 4,48,89,173",Rs 0
93,Suseendran M,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 1 </span>",5th Pass,42,"Rs 36,16,000","Rs 10,00,000"
94,Needipathi P,AIADMK,0,Graduate,49,"Rs 35,45,300",Rs 0
94,Baskara Sethupathy.a,Marumalarchi Dravida Munnetra Kazhagam,0,12th Pass,45,"Rs 11,73,88,210",Rs 0
94,G.iyndhukovilan,Naam Tamilar Katchi,0,Post Graduate,50,"Rs 1,05,000",Rs 0
94,Ilamakezhan.k,DMK,0,Graduate Professional,37,"Rs 36,89,959",Rs 0
94,Jeyakumar S.,Tamilaga Makkal Munnetra Kazhagam,0,Others,28,"Rs 1,40,000",Rs 0
94,Mahendran M.,BSP,0,10th Pass,51,"Rs 17,000",Rs 0
94,Murugan.t,Pattali Makkal Katchi,0,8th Pass,45,"Rs 90,000",Rs 0
94,Sangili.m,BJP,"<span style=""color:red;font-weight:bold;font-size:150%""> 3 </span>",Graduate Professional,34,"Rs 7,24,725","Rs 3,14,700"
95,P.v.bharathi,AIADMK,0,Graduate,57,"Rs 1,03,64,167","Rs 75,000"
95,Gajendran.k,BSP,0,Graduate Professional,38,"Rs 4,18,820","Rs 3,23,000"
95,Jothi.b,Naam Tamilar Katchi,0,Graduate,37,"Rs 3,04,000","Rs 1,44,000"
95,Kalaivani.p,SHS,0,12th Pass,40,"Rs 6,30,000",Rs 0
95,M.r.s.elavazhalagan,BJP,0,10th Pass,56,"Rs 5,21,500",Rs 0
95,Pon.muthukumar,Pattali Makkal Katchi,0,12th Pass,46,"Rs 8,35,000",Rs 0
95,R.umanath,DMDK,0,Graduate Professional,43,"Rs 76,70,439","Rs 10,83,431"
95,S.killai Ravindran,DMK,0,Post Graduate,47,"Rs 4,28,58,000","Rs 3,25,00,000"
95,Sasidharan.m,Valamaana Tamizhagam Katchi,0,Graduate,35,"Rs 11,96,000",Rs 0
96,V.radhakrishnan,AIADMK,0,12th Pass,52,"Rs 80,12,346","Rs 8,14,783"
96,Ayyappan.a,Pattali Makkal Katchi,"<span style=""color:red;font-weight:bold;font-size:150%""> 2 </span>",8th Pass,51,"Rs 10,25,000",Rs 0
